WorkstationGroupID,Number of Items,Service Time,Time between arrivals,Regular Checkout Number of Items,Regular Checkout Service Times,Self Checkout Number of Items,Self Checkout Service Times,,,,,,,,
1,23,115,15,9,67,6,246,,,,,,,,
8,13,204,22,23,182,12,308,,,,,,,,
8,1,47,1,56,130,5,178,,,,,,,,
8,9,283,8,14,81,13,146,,,,,,,,
1,17,126,12,1,52,4,53,,,,,,,,
1,5,26,1,33,163,1,95,,,,,,,,
1,11,67,6,37,110,2,174,,,,,,,,
1,7,42,14,45,147,18,365,,,,,,,,
1,12,67,5,9,71,40,781,,,,,,,,
1,30,113,0,18,72,9,223,,,,,,,,
8,1,64,23,12,50,16,239,,,,,,,,
1,17,64,8,7,54,19,183,,,,,,,,
1,8,37,11,29,84,8,331,,,,,,,,
1,6,28,8,15,50,4,126,,,,,,,,
1,8,63,12,26,102,1,95,,,,,,,,
1,19,90,2,9,59,8,126,,,,,,,,
8,42,532,4,17,82,8,212,,,,,,,,
1,7,163,2,13,84,11,238,,,,,,,,
1,8,84,17,7,36,21,363,,,,,,,,
1,1,17,1,46,161,4,73,,,,,,,,
1,23,96,16,10,44,3,62,,,,,,,,
1,16,62,9,4,38,8,172,,,,,,,,
1,37,116,0,50,374,5,158,,,,,,,,
1,8,39,4,25,73,2,84,,,,,,,,
8,17,227,18,1,23,1,71,,,,,,,,
8,8,146,1,15,64,9,174,,,,,,,,
1,5,102,16,28,106,4,76,,,,,,,,
1,26,199,0,21,82,7,102,,,,,,,,
1,6,39,2,6,43,1,31,,,,,,,,
1,12,45,12,15,101,18,227,,,,,,,,
1,6,41,18,96,202,2,55,,,,,,,,
1,30,94,7,36,95,4,144,,,,,,,,
1,12,63,8,3,29,16,224,,,,,,,,
1,3,29,8,41,182,11,118,,,,,,,,
1,51,137,21,3,32,1,50,,,,,,,,
1,106,372,1,9,104,4,105,,,,,,,,
1,10,64,2,8,59,6,172,,,,,,,,
1,24,25,6,25,96,10,177,,,,,,,,
8,5,88,1,4,33,2,49,,,,,,,,
1,19,77,16,40,125,4,127,,,,,,,,
1,9,49,2,4,41,10,318,,,,,,,,
1,3,28,22,6,33,4,84,,,,,,,,
1,10,70,3,6,43,12,138,,,,,,,,
8,9,99,3,5,49,12,483,,,,,,,,
1,17,85,9,8,34,1,158,,,,,,,,
1,40,135,10,8,48,15,118,,,,,,,,
1,9,55,12,17,92,6,78,,,,,,,,
1,14,131,10,3,67,4,79,,,,,,,,
8,8,98,3,36,166,9,146,,,,,,,,
8,13,185,16,7,51,2,93,,,,,,,,
1,11,47,0,3,47,17,228,,,,,,,,
8,3,65,4,24,99,1,43,,,,,,,,
1,15,76,3,3,93,2,71,,,,,,,,
1,3,53,7,3,30,1,40,,,,,,,,
1,16,80,11,5,27,37,322,,,,,,,,
1,10,66,11,9,45,5,140,,,,,,,,
8,22,162,11,7,68,9,457,,,,,,,,
1,64,176,13,8,44,9,172,,,,,,,,
1,47,124,5,13,59,8,146,,,,,,,,
8,10,165,14,46,165,7,121,,,,,,,,
8,20,287,1,9,90,25,391,,,,,,,,
1,68,189,4,24,70,16,202,,,,,,,,
1,2,30,7,6,59,5,165,,,,,,,,
1,6,51,3,36,104,8,126,,,,,,,,
1,10,49,8,39,143,10,142,,,,,,,,
1,10,54,12,21,155,18,242,,,,,,,,
1,54,165,28,18,86,13,139,,,,,,,,
1,5,42,1,11,50,7,139,,,,,,,,
1,3,21,13,6,52,9,283,,,,,,,,
1,7,39,8,5,75,3,119,,,,,,,,
1,8,30,5,24,85,5,192,,,,,,,,
8,5,66,15,19,95,23,319,,,,,,,,
1,3,39,0,83,224,23,303,,,,,,,,
1,2,27,10,17,104,9,156,,,,,,,,
1,7,52,1,21,103,2,58,,,,,,,,
1,5,71,3,8,88,26,270,,,,,,,,
8,15,221,13,8,41,3,75,,,,,,,,
1,5,29,12,31,86,4,86,,,,,,,,
1,15,73,0,19,84,4,89,,,,,,,,
1,19,64,7,41,216,5,202,,,,,,,,
8,7,129,5,18,66,7,237,,,,,,,,
8,1,170,5,40,84,6,184,,,,,,,,
1,3,48,6,51,194,7,114,,,,,,,,
1,7,49,6,3,32,6,98,,,,,,,,
8,17,177,4,67,201,3,120,,,,,,,,
1,4,37,10,3,78,11,204,,,,,,,,
1,45,182,3,5,54,7,102,,,,,,,,
1,38,111,10,15,61,4,163,,,,,,,,
1,2,27,8,14,63,1,95,,,,,,,,
1,4,29,1,13,78,9,219,,,,,,,,
1,26,81,5,24,93,13,323,,,,,,,,
1,44,176,2,13,61,28,364,,,,,,,,
1,3,49,1,13,74,6,155,,,,,,,,
1,21,137,10,7,45,1,129,,,,,,,,
1,40,151,10,1,11,1,52,,,,,,,,
1,18,62,28,13,84,15,173,,,,,,,,
1,26,102,15,8,32,6,151,,,,,,,,
8,7,216,7,26,68,5,98,,,,,,,,
8,2,77,3,17,52,9,153,,,,,,,,
1,11,51,9,14,99,10,157,,,,,,,,
1,67,176,2,18,63,13,162,,,,,,,,
1,80,254,25,19,67,15,161,,,,,,,,
8,22,341,14,12,79,14,142,,,,,,,,
8,10,154,1,5,36,19,328,,,,,,,,
1,3,54,9,34,125,2,103,,,,,,,,
8,3,61,4,37,143,4,109,,,,,,,,
1,2,29,10,2,20,13,297,,,,,,,,
8,2,34,3,53,164,20,239,,,,,,,,
1,6,50,2,17,60,3,136,,,,,,,,
1,4,32,9,10,58,14,237,,,,,,,,
1,16,99,5,12,62,2,52,,,,,,,,
1,3,33,7,5,52,4,63,,,,,,,,
1,12,65,5,31,111,5,53,,,,,,,,
1,8,81,3,35,133,4,195,,,,,,,,
8,1,52,3,50,140,2,44,,,,,,,,
1,9,119,10,22,72,21,213,,,,,,,,
8,6,68,5,28,104,3,167,,,,,,,,
1,16,81,1,4,36,8,103,,,,,,,,
1,5,78,33,10,68,19,277,,,,,,,,
8,29,593,5,5,41,1,72,,,,,,,,
1,20,94,20,1,25,8,141,,,,,,,,
1,8,81,1,8,41,7,126,,,,,,,,
1,7,49,1,24,86,6,195,,,,,,,,
1,47,111,2,15,63,3,97,,,,,,,,
8,5,74,15,11,59,9,128,,,,,,,,
8,7,122,1,31,123,9,157,,,,,,,,
1,16,90,1,5,67,3,75,,,,,,,,
8,5,114,1,12,105,21,248,,,,,,,,
1,21,93,23,9,48,6,146,,,,,,,,
1,12,57,5,21,100,10,227,,,,,,,,
1,14,39,24,7,58,12,130,,,,,,,,
1,5,86,4,25,95,3,94,,,,,,,,
8,1,108,2,12,77,1,74,,,,,,,,
1,8,57,1,10,58,7,254,,,,,,,,
1,15,72,8,2,28,8,107,,,,,,,,
1,1,39,13,14,57,2,69,,,,,,,,
1,38,105,8,20,146,11,189,,,,,,,,
1,11,48,3,1,24,1,50,,,,,,,,
1,26,97,2,55,133,32,389,,,,,,,,
1,10,53,13,15,84,11,227,,,,,,,,
1,10,55,6,23,161,6,46,,,,,,,,
1,6,122,1,4,23,4,266,,,,,,,,
8,12,144,2,66,158,7,112,,,,,,,,
1,4,42,4,56,200,2,286,,,,,,,,
8,4,74,12,2,40,1,124,,,,,,,,
1,6,52,5,14,61,1,97,,,,,,,,
1,3,25,2,2,36,2,75,,,,,,,,
1,55,193,8,6,32,18,279,,,,,,,,
1,13,60,11,22,59,11,199,,,,,,,,
1,10,63,4,3,25,4,80,,,,,,,,
1,2,28,0,4,24,20,187,,,,,,,,
1,9,46,3,17,60,9,119,,,,,,,,
8,13,387,6,99,309,5,160,,,,,,,,
8,1,58,13,26,85,2,63,,,,,,,,
1,1,28,2,21,89,2,159,,,,,,,,
1,18,82,3,3,42,13,124,,,,,,,,
1,8,65,1,48,317,10,133,,,,,,,,
1,5,71,4,18,88,3,162,,,,,,,,
8,7,199,13,30,111,3,123,,,,,,,,
1,5,40,1,9,49,6,136,,,,,,,,
1,19,80,4,17,105,18,211,,,,,,,,
1,17,78,9,16,58,5,163,,,,,,,,
1,16,77,8,16,44,2,61,,,,,,,,
8,14,117,6,7,41,4,65,,,,,,,,
1,6,47,12,1,29,6,109,,,,,,,,
1,29,109,7,79,233,8,143,,,,,,,,
1,12,105,4,4,45,5,101,,,,,,,,
8,4,58,3,32,109,6,77,,,,,,,,
1,2,36,7,1,19,2,79,,,,,,,,
1,21,198,14,13,72,1,78,,,,,,,,
1,8,54,6,3,65,12,292,,,,,,,,
1,11,52,2,3,42,6,88,,,,,,,,
1,11,62,7,41,136,6,99,,,,,,,,
1,18,100,1,10,85,3,123,,,,,,,,
1,39,126,18,1,19,13,210,,,,,,,,
8,5,183,16,6,46,15,209,,,,,,,,
1,4,47,4,17,82,12,191,,,,,,,,
1,36,164,4,2,58,2,101,,,,,,,,
1,13,86,6,21,124,7,127,,,,,,,,
8,3,216,6,6,39,6,90,,,,,,,,
1,13,98,4,33,104,18,273,,,,,,,,
1,1,26,3,2,46,1,60,,,,,,,,
1,16,68,20,8,37,11,314,,,,,,,,
1,29,98,3,1,26,1,64,,,,,,,,
1,4,31,11,8,32,7,144,,,,,,,,
8,2,102,4,11,108,6,174,,,,,,,,
1,24,103,16,10,47,1,46,,,,,,,,
1,1,19,11,22,113,25,452,,,,,,,,
1,73,199,2,7,40,2,35,,,,,,,,
1,11,90,1,30,130,9,188,,,,,,,,
1,12,52,5,1,33,6,117,,,,,,,,
1,28,111,18,124,392,11,163,,,,,,,,
1,17,64,16,39,135,13,138,,,,,,,,
1,2,30,11,26,126,14,219,,,,,,,,
1,3,37,2,7,48,12,159,,,,,,,,
1,16,58,16,3,30,22,469,,,,,,,,
8,3,73,1,97,228,5,96,,,,,,,,
1,84,184,3,4,27,1,49,,,,,,,,
8,7,76,1,25,120,1,50,,,,,,,,
1,10,63,0,14,76,8,145,,,,,,,,
1,9,38,14,5,33,1,290,,,,,,,,
1,13,99,0,52,187,2,48,,,,,,,,
1,2,20,2,13,60,8,95,,,,,,,,
1,13,58,18,25,153,8,217,,,,,,,,
1,14,89,3,16,115,21,307,,,,,,,,
1,51,178,1,3,22,19,325,,,,,,,,
1,37,167,5,6,26,7,69,,,,,,,,
1,7,45,4,5,49,6,317,,,,,,,,
8,6,107,5,14,78,15,499,,,,,,,,
8,2,59,10,32,87,2,65,,,,,,,,
8,3,85,1,10,88,12,290,,,,,,,,
1,13,65,5,65,185,13,218,,,,,,,,
8,4,224,6,37,218,8,207,,,,,,,,
1,11,73,1,7,129,26,383,,,,,,,,
8,2,49,13,5,32,49,587,,,,,,,,
1,5,48,23,14,50,18,321,,,,,,,,
8,6,161,2,10,50,6,90,,,,,,,,
1,34,139,10,21,48,1,45,,,,,,,,
1,27,89,0,6,55,11,236,,,,,,,,
1,11,50,1,11,169,31,326,,,,,,,,
8,1,80,4,34,91,3,80,,,,,,,,
1,2,31,8,62,163,2,67,,,,,,,,
1,2,57,11,8,121,3,120,,,,,,,,
1,27,82,0,1,24,6,96,,,,,,,,
8,8,243,7,18,73,11,167,,,,,,,,
8,1,138,5,42,135,28,268,,,,,,,,
1,11,64,14,8,45,6,120,,,,,,,,
1,10,100,7,8,44,5,118,,,,,,,,
1,17,106,13,60,233,5,143,,,,,,,,
1,3,20,11,17,68,3,56,,,,,,,,
8,15,456,1,4,51,2,74,,,,,,,,
1,2,20,7,5,51,3,103,,,,,,,,
1,8,72,1,79,205,16,328,,,,,,,,
1,9,50,2,3,22,8,238,,,,,,,,
1,28,99,8,2,24,4,144,,,,,,,,
1,4,113,2,3,30,5,94,,,,,,,,
1,7,49,4,78,199,1,75,,,,,,,,
1,2,18,18,2,28,3,213,,,,,,,,
1,8,54,5,4,66,1,50,,,,,,,,
1,41,147,11,9,37,18,248,,,,,,,,
1,1,22,9,3,29,1,61,,,,,,,,
8,9,160,1,2,47,18,230,,,,,,,,
1,2,56,1,68,300,11,185,,,,,,,,
1,2,14,10,62,194,11,249,,,,,,,,
1,16,106,1,13,126,50,383,,,,,,,,
1,9,65,1,25,89,20,172,,,,,,,,
1,6,83,2,6,37,5,256,,,,,,,,
1,1,29,4,14,91,2,79,,,,,,,,
8,1,125,0,24,76,1,57,,,,,,,,
8,2,51,9,8,47,1,49,,,,,,,,
1,9,52,13,56,189,20,194,,,,,,,,
1,9,50,3,33,136,11,292,,,,,,,,
1,15,91,12,6,75,31,356,,,,,,,,
1,48,170,7,71,244,5,97,,,,,,,,
1,34,148,7,36,139,2,42,,,,,,,,
8,1,55,7,2,25,11,84,,,,,,,,
1,11,75,3,1,23,25,266,,,,,,,,
1,16,80,11,1,28,9,289,,,,,,,,
1,12,73,5,26,101,7,126,,,,,,,,
1,41,132,21,31,91,28,583,,,,,,,,
1,6,43,0,1,14,10,105,,,,,,,,
8,28,391,8,1,20,14,153,,,,,,,,
8,3,85,1,12,55,22,174,,,,,,,,
1,9,42,9,18,108,28,344,,,,,,,,
1,6,38,9,11,58,17,163,,,,,,,,
8,3,152,8,31,100,5,84,,,,,,,,
1,14,75,7,54,137,40,395,,,,,,,,
8,5,150,1,5,41,25,225,,,,,,,,
1,3,49,0,4,28,3,72,,,,,,,,
1,20,62,4,11,60,18,311,,,,,,,,
1,30,101,4,1,17,8,100,,,,,,,,
1,41,143,5,7,80,14,195,,,,,,,,
1,6,66,36,10,161,7,118,,,,,,,,
1,18,139,1,93,310,1,75,,,,,,,,
8,4,77,1,32,142,13,199,,,,,,,,
1,8,51,11,27,94,5,64,,,,,,,,
1,17,116,4,12,72,5,152,,,,,,,,
1,3,32,1,2,24,28,286,,,,,,,,
1,16,67,1,11,57,5,51,,,,,,,,
1,6,36,11,3,39,6,257,,,,,,,,
1,13,69,19,40,108,28,368,,,,,,,,
1,35,122,4,4,28,32,286,,,,,,,,
1,10,59,3,62,192,6,107,,,,,,,,
1,17,62,22,7,37,9,175,,,,,,,,
8,3,84,7,17,80,12,201,,,,,,,,
1,23,107,2,9,42,13,284,,,,,,,,
8,2,279,12,10,56,7,139,,,,,,,,
1,2,33,1,4,52,3,54,,,,,,,,
8,16,144,2,3,28,1,44,,,,,,,,
1,14,144,10,14,74,16,270,,,,,,,,
1,14,68,6,9,95,16,255,,,,,,,,
1,13,46,11,24,111,1,60,,,,,,,,
1,32,169,3,25,83,2,92,,,,,,,,
1,8,57,7,7,46,7,123,,,,,,,,
1,25,80,23,57,185,1,48,,,,,,,,
8,12,359,2,7,36,6,131,,,,,,,,
1,24,80,7,52,151,9,222,,,,,,,,
1,24,136,7,6,41,1,100,,,,,,,,
8,6,265,2,8,49,2,54,,,,,,,,
1,30,130,9,2,35,18,244,,,,,,,,
1,3,27,3,5,65,62,364,,,,,,,,
1,33,127,24,50,146,8,125,,,,,,,,
1,17,141,3,14,108,8,72,,,,,,,,
1,6,66,25,49,133,1,74,,,,,,,,
1,32,125,0,5,43,11,170,,,,,,,,
8,1,142,2,3,36,2,59,,,,,,,,
1,16,79,39,23,66,1,59,,,,,,,,
1,11,88,13,14,41,27,332,,,,,,,,
1,6,36,9,20,114,11,148,,,,,,,,
1,1,15,3,2,22,3,173,,,,,,,,
1,25,109,9,5,30,19,185,,,,,,,,
1,10,52,3,11,88,30,325,,,,,,,,
1,6,46,3,28,105,2,84,,,,,,,,
1,1,11,9,29,120,8,183,,,,,,,,
1,20,89,2,18,89,7,182,,,,,,,,
1,4,39,21,51,138,11,193,,,,,,,,
1,8,63,9,28,103,3,101,,,,,,,,
8,2,198,2,8,72,14,168,,,,,,,,
1,8,52,1,11,55,1,50,,,,,,,,
1,15,58,2,16,81,8,118,,,,,,,,
1,5,59,2,7,60,1,50,,,,,,,,
1,19,68,2,83,258,7,53,,,,,,,,
1,14,67,11,36,117,4,103,,,,,,,,
8,4,122,33,25,96,4,155,,,,,,,,
1,1,47,4,8,47,14,244,,,,,,,,
1,7,60,18,3,33,8,172,,,,,,,,
1,1,13,1,53,143,50,630,,,,,,,,
1,3,48,1,8,68,5,116,,,,,,,,
1,2,51,1,13,84,5,93,,,,,,,,
1,3,48,9,2,46,49,361,,,,,,,,
8,3,184,6,12,90,8,155,,,,,,,,
1,47,313,4,20,69,4,57,,,,,,,,
1,1,17,2,22,86,3,162,,,,,,,,
1,1,19,14,36,158,3,127,,,,,,,,
1,12,83,1,4,26,7,87,,,,,,,,
1,29,115,0,30,85,6,66,,,,,,,,
8,14,250,4,9,62,5,102,,,,,,,,
1,22,66,8,5,28,8,100,,,,,,,,
1,16,53,2,39,124,10,106,,,,,,,,
1,12,50,14,23,115,26,405,,,,,,,,
1,7,36,11,20,39,5,58,,,,,,,,
1,21,54,25,12,103,62,531,,,,,,,,
1,17,91,0,3,23,2,79,,,,,,,,
1,31,107,1,23,82,31,247,,,,,,,,
1,22,88,5,7,68,9,168,,,,,,,,
1,15,54,12,4,32,11,180,,,,,,,,
1,2,28,11,36,97,33,353,,,,,,,,
1,5,42,17,5,33,8,71,,,,,,,,
1,6,77,0,1,22,37,442,,,,,,,,
8,3,90,5,15,100,31,187,,,,,,,,
1,14,72,9,11,47,7,98,,,,,,,,
1,1,29,11,20,69,4,141,,,,,,,,
1,10,52,18,6,28,1,152,,,,,,,,
1,3,30,0,12,59,33,547,,,,,,,,
1,9,64,2,41,149,20,219,,,,,,,,
1,1,18,2,27,124,2,47,,,,,,,,
8,2,68,14,3,35,6,68,,,,,,,,
1,2,33,2,2,24,14,182,,,,,,,,
1,23,118,10,3,26,29,190,,,,,,,,
1,36,103,4,19,76,16,91,,,,,,,,
1,15,57,0,29,112,5,116,,,,,,,,
1,10,141,0,21,68,11,104,,,,,,,,
1,7,38,13,1,20,2,87,,,,,,,,
8,6,214,4,4,24,26,259,,,,,,,,
1,38,99,4,43,150,8,275,,,,,,,,
8,12,296,9,12,44,54,443,,,,,,,,
1,8,44,8,49,187,2,128,,,,,,,,
1,9,110,0,32,135,22,243,,,,,,,,
8,15,202,12,7,47,25,221,,,,,,,,
8,18,233,7,14,86,25,938,,,,,,,,
1,1,38,6,1,101,8,100,,,,,,,,
8,11,183,11,27,99,7,182,,,,,,,,
1,20,71,21,3,42,18,237,,,,,,,,
1,12,44,4,32,104,2,54,,,,,,,,
1,19,63,5,17,99,2,70,,,,,,,,
1,30,95,1,2,76,6,135,,,,,,,,
1,7,108,11,2,35,12,150,,,,,,,,
1,7,34,23,39,87,2,87,,,,,,,,
1,28,79,2,97,263,1,45,,,,,,,,
1,4,58,4,10,101,4,51,,,,,,,,
1,1,104,3,34,154,9,192,,,,,,,,
1,8,41,2,46,126,34,493,,,,,,,,
1,9,46,12,3,68,5,98,,,,,,,,
1,3,22,22,8,85,7,108,,,,,,,,
1,19,100,5,21,114,3,75,,,,,,,,
1,24,89,7,13,58,13,241,,,,,,,,
1,26,138,3,33,106,1,57,,,,,,,,
1,11,80,0,34,124,2,148,,,,,,,,
1,9,88,14,2,62,2,84,,,,,,,,
1,7,96,12,14,66,20,264,,,,,,,,
1,38,100,2,4,61,33,278,,,,,,,,
8,10,127,13,6,84,9,183,,,,,,,,
8,3,124,6,108,259,10,148,,,,,,,,
8,6,107,3,7,49,9,201,,,,,,,,
1,5,48,29,2,26,10,172,,,,,,,,
1,14,96,1,29,103,5,106,,,,,,,,
1,49,163,4,9,43,25,258,,,,,,,,
8,4,81,1,6,36,22,248,,,,,,,,
1,16,59,3,2,46,1,82,,,,,,,,
1,10,81,10,2,47,21,277,,,,,,,,
1,7,44,12,29,115,7,79,,,,,,,,
1,1,44,8,38,128,15,265,,,,,,,,
8,8,127,8,2,22,8,135,,,,,,,,
1,33,126,9,18,86,10,141,,,,,,,,
1,5,43,7,9,59,26,335,,,,,,,,
1,9,41,2,20,94,24,191,,,,,,,,
1,1,12,10,1,16,2,50,,,,,,,,
1,2,42,0,3,35,4,63,,,,,,,,
8,10,159,1,24,52,1,44,,,,,,,,
8,66,584,1,3,22,20,211,,,,,,,,
1,1,35,9,9,52,1,64,,,,,,,,
8,9,128,0,16,41,2,74,,,,,,,,
8,1,122,4,31,131,6,91,,,,,,,,
1,8,72,6,6,49,4,70,,,,,,,,
1,31,90,3,2,28,2,20,,,,,,,,
1,12,38,5,5,39,18,438,,,,,,,,
1,24,135,8,3,33,1,41,,,,,,,,
1,7,37,5,6,45,1,35,,,,,,,,
1,9,51,20,20,78,21,251,,,,,,,,
1,8,33,12,22,110,6,184,,,,,,,,
1,87,293,13,34,136,6,119,,,,,,,,
1,22,82,2,4,31,10,156,,,,,,,,
1,30,171,2,5,35,5,146,,,,,,,,
8,54,476,2,13,94,8,128,,,,,,,,
1,13,51,2,3,24,2,95,,,,,,,,
1,20,90,3,5,54,5,154,,,,,,,,
1,63,162,13,19,161,2,45,,,,,,,,
1,45,127,22,43,167,14,280,,,,,,,,
8,32,304,6,23,75,3,159,,,,,,,,
8,10,147,5,36,90,6,104,,,,,,,,
1,25,120,15,22,112,8,143,,,,,,,,
8,19,234,5,7,24,9,100,,,,,,,,
1,114,247,4,8,48,1,56,,,,,,,,
1,45,114,1,39,107,3,89,,,,,,,,
1,17,126,16,37,122,4,457,,,,,,,,
1,1,46,46,7,59,7,122,,,,,,,,
1,21,69,7,18,64,2,83,,,,,,,,
1,6,28,22,3,23,1,258,,,,,,,,
1,10,68,0,15,83,8,271,,,,,,,,
1,11,145,4,43,146,1,111,,,,,,,,
1,46,150,2,6,49,5,450,,,,,,,,
1,16,56,16,12,67,3,107,,,,,,,,
1,37,144,4,1,13,1,42,,,,,,,,
8,2,42,9,4,59,6,149,,,,,,,,
1,3,43,5,6,41,7,167,,,,,,,,
1,31,89,22,4,39,6,106,,,,,,,,
1,25,65,6,17,72,5,104,,,,,,,,
1,7,56,0,4,55,2,89,,,,,,,,
8,19,312,10,5,27,5,98,,,,,,,,
1,24,94,29,18,89,9,188,,,,,,,,
1,15,79,17,9,47,8,153,,,,,,,,
1,33,124,3,12,67,6,510,,,,,,,,
1,46,148,2,23,110,1,47,,,,,,,,
1,29,94,4,17,99,1,70,,,,,,,,
8,9,159,12,13,56,47,1033,,,,,,,,
1,17,56,6,20,173,1,135,,,,,,,,
1,84,302,3,6,43,2,54,,,,,,,,
1,4,75,12,81,180,3,54,,,,,,,,
1,42,93,6,36,102,3,98,,,,,,,,
1,28,189,5,14,81,25,258,,,,,,,,
8,2,58,9,60,155,10,252,,,,,,,,
1,11,90,15,15,74,7,154,,,,,,,,
1,19,76,22,11,78,1,65,,,,,,,,
1,2,17,6,11,109,8,141,,,,,,,,
1,9,59,6,8,24,11,409,,,,,,,,
8,7,84,5,5,52,4,112,,,,,,,,
1,24,73,8,11,77,1,41,,,,,,,,
1,6,47,11,5,71,9,222,,,,,,,,
1,49,155,16,1,16,3,123,,,,,,,,
1,30,99,1,33,125,4,123,,,,,,,,
1,5,100,1,1,34,4,101,,,,,,,,
1,26,90,11,3,35,33,242,,,,,,,,
1,32,138,4,22,118,1,42,,,,,,,,
8,16,157,3,6,34,4,88,,,,,,,,
1,22,175,12,30,86,3,41,,,,,,,,
8,24,330,6,2,45,3,169,,,,,,,,
1,6,30,6,19,106,1,37,,,,,,,,
8,14,227,6,27,107,7,166,,,,,,,,
8,10,193,18,8,29,14,225,,,,,,,,
1,14,45,18,3,54,7,184,,,,,,,,
1,9,58,6,17,69,23,415,,,,,,,,
1,30,122,7,8,44,7,354,,,,,,,,
1,2,27,2,22,88,2,119,,,,,,,,
1,30,140,4,2,22,8,125,,,,,,,,
8,10,140,8,12,149,10,146,,,,,,,,
1,11,42,13,6,53,2,56,,,,,,,,
1,73,136,13,10,55,15,246,,,,,,,,
1,12,91,5,7,44,15,198,,,,,,,,
1,7,59,7,5,51,15,182,,,,,,,,
1,12,58,4,67,247,3,99,,,,,,,,
1,7,24,19,53,163,1,90,,,,,,,,
8,3,75,4,4,19,8,237,,,,,,,,
1,65,180,1,1,22,7,173,,,,,,,,
1,17,59,16,50,126,12,241,,,,,,,,
1,4,37,8,36,226,6,116,,,,,,,,
1,12,57,6,5,44,1,126,,,,,,,,
1,3,34,5,11,44,3,439,,,,,,,,
1,79,239,16,12,82,8,306,,,,,,,,
1,37,153,2,12,99,28,336,,,,,,,,
1,40,140,6,39,177,6,174,,,,,,,,
1,8,24,3,4,35,3,145,,,,,,,,
1,11,74,2,10,65,2,97,,,,,,,,
1,96,226,0,26,56,8,132,,,,,,,,
8,6,104,2,29,113,6,71,,,,,,,,
8,3,68,4,1,37,2,97,,,,,,,,
8,22,389,11,7,32,1,58,,,,,,,,
1,8,62,2,38,100,7,113,,,,,,,,
1,11,37,0,6,51,18,281,,,,,,,,
1,3,29,9,52,145,2,64,,,,,,,,
8,5,106,20,48,189,8,184,,,,,,,,
1,11,47,8,11,59,7,92,,,,,,,,
1,16,42,14,5,32,4,85,,,,,,,,
8,31,204,2,16,69,19,164,,,,,,,,
1,20,103,7,46,143,35,599,,,,,,,,
1,20,106,16,18,84,8,100,,,,,,,,
1,8,64,3,14,48,11,95,,,,,,,,
1,9,34,6,56,150,40,389,,,,,,,,
8,8,101,11,22,94,1,54,,,,,,,,
1,12,69,4,79,206,1,76,,,,,,,,
8,14,130,10,13,67,3,85,,,,,,,,
1,31,111,3,3,29,10,149,,,,,,,,
1,17,82,2,21,70,31,250,,,,,,,,
8,14,160,6,19,91,16,339,,,,,,,,
1,3,52,19,22,100,2,34,,,,,,,,
1,74,168,16,3,607,11,108,,,,,,,,
1,23,103,9,58,156,11,442,,,,,,,,
1,7,43,1,62,163,3,220,,,,,,,,
1,3,64,7,65,169,8,71,,,,,,,,
1,13,53,13,35,119,2,114,,,,,,,,
8,13,103,5,18,162,18,234,,,,,,,,
1,23,66,4,5,37,4,74,,,,,,,,
1,59,148,12,10,53,13,136,,,,,,,,
1,9,70,1,38,102,2,82,,,,,,,,
1,84,159,13,28,130,3,71,,,,,,,,
1,28,103,5,17,73,10,144,,,,,,,,
1,3,45,4,8,63,5,95,,,,,,,,
1,20,108,0,20,93,8,148,,,,,,,,
8,12,155,25,15,81,5,157,,,,,,,,
8,19,202,2,7,89,8,178,,,,,,,,
1,20,87,2,28,115,4,123,,,,,,,,
1,34,148,12,4,37,11,183,,,,,,,,
1,4,53,4,44,120,5,56,,,,,,,,
8,48,391,2,5,37,6,171,,,,,,,,
1,19,77,12,3,22,3,168,,,,,,,,
8,11,131,19,80,341,16,138,,,,,,,,
1,109,291,16,3,34,11,212,,,,,,,,
1,3,37,0,2,20,13,223,,,,,,,,
1,45,154,14,62,181,7,97,,,,,,,,
1,73,193,5,18,119,2,151,,,,,,,,
1,54,100,1,20,96,18,194,,,,,,,,
1,15,79,10,66,251,22,243,,,,,,,,
1,8,52,7,7,70,2,107,,,,,,,,
1,29,149,6,3,20,4,154,,,,,,,,
1,35,64,9,57,134,9,151,,,,,,,,
8,16,423,9,9,51,3,69,,,,,,,,
8,34,273,21,7,55,6,123,,,,,,,,
1,20,77,1,25,87,2,61,,,,,,,,
1,7,39,13,3,28,3,110,,,,,,,,
8,26,230,3,6,88,5,133,,,,,,,,
1,10,39,8,12,81,26,298,,,,,,,,
1,6,48,12,14,71,11,181,,,,,,,,
1,16,54,3,38,261,3,68,,,,,,,,
1,26,66,11,7,57,24,244,,,,,,,,
8,2,49,5,2,40,6,112,,,,,,,,
1,5,85,16,9,75,8,193,,,,,,,,
1,33,119,1,24,96,8,134,,,,,,,,
1,2,39,4,8,47,5,140,,,,,,,,
1,8,39,14,42,129,1,44,,,,,,,,
1,61,125,9,13,79,8,151,,,,,,,,
8,16,89,4,18,71,24,388,,,,,,,,
1,17,96,2,19,66,1,34,,,,,,,,
1,7,32,6,45,187,6,114,,,,,,,,
1,8,54,4,78,251,4,94,,,,,,,,
1,5,55,9,8,68,2,95,,,,,,,,
1,19,124,13,14,84,7,178,,,,,,,,
1,32,141,3,7,113,12,236,,,,,,,,
1,10,61,25,8,32,15,211,,,,,,,,
1,12,60,5,12,71,10,156,,,,,,,,
1,41,128,18,46,138,13,348,,,,,,,,
